Content,EventTemplate
BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001817_0/part-01817. blk_3291173852929756766,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
10.250.19.16:50010 Served block blk_1078000656626961731 to /10.250.19.16,<*>:<*> Served block blk_<*> to /<*>
10.251.67.225:50010:Got exception while serving blk_-6900989714336081087 to /10.251.25.237:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.250.6.214:50010 Served block blk_-3384560576963801177 to /10.250.6.214,<*>:<*> Served block blk_<*> to /<*>
10.251.67.4:50010 Served block blk_-2901225370888235702 to /10.251.91.84,<*>:<*> Served block blk_<*> to /<*>
10.251.215.50:50010 Served block blk_3963698556744744747 to /10.251.107.196,<*>:<*> Served block blk_<*> to /<*>
10.251.90.64:50010 Served block blk_-5719934513583495857 to /10.251.199.245,<*>:<*> Served block blk_<*> to /<*>
10.251.75.228:50010:Got exception while serving blk_-7680599654910200999 to /10.251.75.228:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.111.37:50010 Served block blk_-6050976999174805557 to /10.251.111.37,<*>:<*> Served block blk_<*> to /<*>
10.251.214.112:50010 Served block blk_4081177399275502985 to /10.251.110.68,<*>:<*> Served block blk_<*> to /<*>
10.251.42.191:50010 Served block blk_3515154079719300106 to /10.251.42.191,<*>:<*> Served block blk_<*> to /<*>
10.251.123.99:50010 Served block blk_5385121219895615240 to /10.251.71.146,<*>:<*> Served block blk_<*> to /<*>
10.250.10.100:50010 Served block blk_-3657665801189425193 to /10.250.10.100,<*>:<*> Served block blk_<*> to /<*>
10.251.42.84:50010 Served block blk_6105506155797750768 to /10.251.42.84,<*>:<*> Served block blk_<*> to /<*>
10.251.26.8:50010:Got exception while serving blk_-8522942048313632858 to /10.251.31.85:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.66.102:50010:Got exception while serving blk_6106884317961925960 to /10.251.66.102:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.31.5:50010:Got exception while serving blk_6332892729727950039 to /10.251.123.1:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.109.209:50010 Served block blk_4848669047361069041 to /10.251.26.177,<*>:<*> Served block blk_<*> to /<*>
10.251.70.112:50010:Got exception while serving blk_4357276972386184626 to /10.251.74.79:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.215.16:50010:Got exception while serving blk_-4590972095204776122 to /10.251.30.6:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.250.10.176:50010 Served block blk_3797494971676497497 to /10.251.29.239,<*>:<*> Served block blk_<*> to /<*>
Verification succeeded for blk_-4117999745005013424,Verification succeeded for blk_<*>
10.251.111.209:50010:Got exception while serving blk_7505828172725463922 to /10.251.111.209:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.70.211:50010:Got exception while serving blk_424255210146453297 to /10.251.203.179:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.250.14.224:50010 Served block blk_666713934549639791 to /10.250.14.224,<*>:<*> Served block blk_<*> to /<*>
10.251.126.22:50010:Got exception while serving blk_1686195200514944346 to /10.250.6.223:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.250.9.207:50010 Served block blk_4355450627202483068 to /10.250.9.207,<*>:<*> Served block blk_<*> to /<*>
10.251.107.50:50010 Served block blk_-2285729896739318683 to /10.251.70.5,<*>:<*> Served block blk_<*> to /<*>
BLOCK* NameSystem.delete: blk_166171721314010075 is added to invalidSet of 10.251.30.85:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_9111860234027679206 is added to invalidSet of 10.251.39.209:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_4438674026376140804 is added to invalidSet of 10.251.106.50:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_-9056276727170871967 is added to invalidSet of 10.251.66.3:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_8404604116961181201 is added to invalidSet of 10.250.13.188:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_8602496359012842630 is added to invalidSet of 10.250.7.32:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
Deleting block blk_7323287581932922676 file /mnt/hadoop/dfs/data/current/subdir12/blk_7323287581932922676,Deleting block blk_<*> file /<*>/blk_<*>
BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000346_0/part-00346. blk_-2016403519138424998,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
Received block blk_3083630442630693250 of size 67108864 from /10.251.215.70,Received block blk_<*> of size <*> from /<*>
PacketResponder 1 for block blk_-1751996688557225241 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 0 for block blk_-1387034299358896632 terminating,PacketResponder <*> for block blk_<*> terminating
Received block blk_3242229894054064344 of size 3540106 from /10.250.15.240,Received block blk_<*> of size <*> from /<*>
Receiving block blk_1727371778357941761 src: /10.251.126.255:42844 dest: /10.251.126.255:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
PacketResponder 2 for block blk_-7683667795522321323 terminating,PacketResponder <*> for block blk_<*> terminating
Received block blk_-4433556521525567493 of size 28492032 from /10.250.6.4,Received block blk_<*> of size <*> from /<*>
10.250.11.53:50010 Served block blk_-743349875664670637 to /10.250.11.53,<*>:<*> Served block blk_<*> to /<*>
10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.74.79:50010:Got exception while serving blk_2139707931694085102 to /10.251.111.228:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.42.246:50010:Got exception while serving blk_-3056652732896088330 to /10.251.27.63:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.250.13.188:50010:Got exception while serving blk_73389299186801686 to /10.251.123.33:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.71.240:50010:Got exception while serving blk_-8082428389627750477 to /10.251.71.97:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.197.226:50010:Got exception while serving blk_2101007907134483259 to /10.251.31.242:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.30.85:50010:Got exception while serving blk_8059204889272489644 to /10.250.7.96:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.39.179:50010:Got exception while serving blk_1683075246463470765 to /10.250.14.38:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.250.10.100:50010 Served block blk_9216955386716663841 to /10.251.90.64,<*>:<*> Served block blk_<*> to /<*>
10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.214.18:50010 Served block blk_7297060562345904886 to /10.251.29.239,<*>:<*> Served block blk_<*> to /<*>
BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.96:50010 is added to blk_4553790855855864497 size 67108864,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>
Receiving block blk_-5003122231679852524 src: /10.250.7.230:51033 dest: /10.250.7.230:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
PacketResponder 1 for block blk_-3402248757106237109 terminating,PacketResponder <*> for block blk_<*> terminating
Verification succeeded for blk_-7803343374223161433,Verification succeeded for blk_<*>
BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000344_0/part-00344. blk_-2004529166303428909,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
PacketResponder 2 for block blk_-900229825899812461 terminating,PacketResponder <*> for block blk_<*> terminating
10.251.30.101:50010:Got exception while serving blk_-5340885607150360719 to /10.251.30.101:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.195.33:50010:Got exception while serving blk_6702054389824523327 to /10.251.195.33:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.107.50:50010:Got exception while serving blk_-4737948505610037427 to /10.251.75.79:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
Verification succeeded for blk_1584196996810164915,Verification succeeded for blk_<*>
Verification succeeded for blk_1150231966878829887,Verification succeeded for blk_<*>
10.250.10.223:50010:Got exception while serving blk_9095955277706686312 to /10.250.5.161:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.71.97:50010 Served block blk_6552418180158772377 to /10.251.39.242,<*>:<*> Served block blk_<*> to /<*>
10.251.26.8:50010:Got exception while serving blk_-3572295706132449090 to /10.251.111.130:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.202.209:50010 Served block blk_-1442905060580014339 to /10.251.202.209,<*>:<*> Served block blk_<*> to /<*>
BLOCK* NameSystem.delete: blk_3652427357251545055 is added to invalidSet of 10.250.10.223:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_-2025578204394955498 is added to invalidSet of 10.251.91.159:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_7473411975130090672 is added to invalidSet of 10.251.75.143:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_3792448673967861371 is added to invalidSet of 10.251.89.155:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
Deleting block blk_-1750007847201154657 file /mnt/hadoop/dfs/data/current/subdir1/blk_-1750007847201154657,Deleting block blk_<*> file /<*>/blk_<*>
10.250.15.198:50010 Starting thread to transfer block blk_4292382298896622412 to 10.250.15.240:50010,<*>:<*> Starting thread to transfer block blk_<*> to <*>:<*>
Received block blk_-185994527242886002 of size 3552954 from /10.251.39.160,Received block blk_<*> of size <*> from /<*>
BLOCK* ask 10.250.18.114:50010 to delete  blk_-5140072410813878235,BLOCK* ask <*>:<*> to delete  blk_<*>
PacketResponder 0 for block blk_429279891070363457 terminating,PacketResponder <*> for block blk_<*> terminating
Received block blk_-6031720401337601269 of size 67108864 from /10.250.10.100,Received block blk_<*> of size <*> from /<*>
Receiving block blk_3542047035353248258 src: /10.250.6.214:59051 dest: /10.250.6.214:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
PacketResponder 2 for block blk_-966013175018359901 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_-5908283405801966540 terminating,PacketResponder <*> for block blk_<*> terminating
BLOCK* NameSystem.delete: blk_1979447750586388860 is added to invalidSet of 10.251.215.192:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_3332848207645320273 is added to invalidSet of 10.251.90.64:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_1714886759174770356 is added to invalidSet of 10.251.31.5:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_7017399031777870797 is added to invalidSet of 10.250.5.161:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
Received block blk_4231049049582051919 of size 28496610 from /10.250.19.227,Received block blk_<*> of size <*> from /<*>
BLOCK* ask 10.251.122.79:50010 to delete  blk_8048594464172649365,BLOCK* ask <*>:<*> to delete  blk_<*>
PacketResponder 1 for block blk_8971893898579544235 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_5262186175243998904 terminating,PacketResponder <*> for block blk_<*> terminating
Received block blk_-5644397018622018109 of size 67108864 from /10.251.109.236,Received block blk_<*> of size <*> from /<*>
Receiving block blk_-5029807829679779067 src: /10.251.122.79:49600 dest: /10.251.122.79:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
Verification succeeded for blk_3894335463008345041,Verification succeeded for blk_<*>
10.251.202.181:50010 Served block blk_-5236655516146555545 to /10.251.31.5,<*>:<*> Served block blk_<*> to /<*>
10.251.123.99:50010 Served block blk_-7990763409688650846 to /10.251.197.161,<*>:<*> Served block blk_<*> to /<*>
10.250.7.230:50010:Got exception while serving blk_-7029628814943626474 to /10.251.38.197:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.127.243:50010 Served block blk_8711213005689112399 to /10.251.74.134,<*>:<*> Served block blk_<*> to /<*>
10.250.10.213:50010 Served block blk_-1125621902344947014 to /10.250.10.213,<*>:<*> Served block blk_<*> to /<*>
10.250.10.6:50010 Served block blk_1200136320542454615 to /10.250.10.6,<*>:<*> Served block blk_<*> to /<*>
10.250.7.32:50010:Got exception while serving blk_-1508527605812345693 to /10.251.74.192:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.251.107.98:50010:Got exception while serving blk_-3140031507252212554 to /10.250.7.244:,<*>:<*>:Got exception while serving blk_<*> to /<*>:
10.250.13.240:50010 Served block blk_-3134225108208373949 to /10.250.13.240,<*>:<*> Served block blk_<*> to /<*>
BLOCK* NameSystem.delete: blk_1043487525777829194 is added to invalidSet of 10.251.110.8:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_3428998332517532825 is added to invalidSet of 10.251.43.192:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
PacketResponder 2 for block blk_1155029843511109085 terminating,PacketResponder <*> for block blk_<*> terminating
Receiving block blk_-3752135158991310104 src: /10.251.70.5:44375 dest: /10.251.70.5:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
PacketResponder 1 for block blk_-4633546693082073737 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 0 for block blk_1002945451269828722 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 0 for block blk_5018765878120211503 terminating,PacketResponder <*> for block blk_<*> terminating
Receiving block blk_5256716488526744434 src: /10.251.73.220:42064 dest: /10.251.73.220:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
PacketResponder 2 for block blk_-2014243777892518956 terminating,PacketResponder <*> for block blk_<*> terminating
Receiving block blk_2080318574920472813 src: /10.251.39.64:40530 dest: /10.251.39.64:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
PacketResponder 1 for block blk_-2421414377433740760 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 0 for block blk_-3025440686907267472 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_903961454948542202 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 1 for block blk_1927336911952959118 terminating,PacketResponder <*> for block blk_<*> terminating
Received block blk_-3607860197409267245 of size 28503188 from /10.251.31.180,Received block blk_<*> of size <*> from /<*>
BLOCK* NameSystem.allocateBlock: /user/root/randtxt4/_temporary/_task_200811101024_0010_m_001716_0/part-01716. blk_-2051219911597308805,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
PacketResponder 1 for block blk_-2680500627064966252 terminating,PacketResponder <*> for block blk_<*> terminating
BLOCK* NameSystem.delete: blk_2259206517962925438 is added to invalidSet of 10.251.215.16:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_2341651676737321162 is added to invalidSet of 10.251.203.129:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_5203504995927133832 is added to invalidSet of 10.250.13.240:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
Deleting block blk_-8167717961644709843 file /mnt/hadoop/dfs/data/current/blk_-8167717961644709843,Deleting block blk_<*> file /<*>/blk_<*>
BLOCK* NameSystem.allocateBlock: /user/root/rand5/_temporary/_task_200811101024_0011_m_000541_0/part-00541. blk_-6841570414687342011,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>
Received block blk_-4411589101766563890 src: /10.250.14.38:37362 dest: /10.250.14.38:50010 of size 67108864,Received block blk_<*> src: /<*>:<*> dest: /<*>:<*> of size <*>
PacketResponder 0 for block blk_2040222317555585426 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_2953550760670423417 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 1 for block blk_7500282100357271699 terminating,PacketResponder <*> for block blk_<*> terminating
Received block blk_6685663454079607598 of size 10157271 from /10.251.66.3,Received block blk_<*> of size <*> from /<*>
PacketResponder 1 for block blk_-7200400342436668240 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_-615578808743808725 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 1 for block blk_-9098645110390099509 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 1 for block blk_-8364400144313355814 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_1077394056781488 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 0 for block blk_8254500345987409515 terminating,PacketResponder <*> for block blk_<*> terminating
BLOCK* NameSystem.delete: blk_1815340037591016775 is added to invalidSet of 10.250.9.207:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_-1641081065757890722 is added to invalidSet of 10.251.107.242:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_5505696082121135363 is added to invalidSet of 10.251.214.130:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* NameSystem.delete: blk_247452006316846355 is added to invalidSet of 10.250.6.191:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
BLOCK* ask 10.250.17.177:50010 to delete  blk_-8570780307468499817 blk_-9122557405432088649 blk_-4393063808227796056 blk_8767569714374844347 blk_7079754042611867581 blk_7608961006114219538 blk_-5017273584996436939 blk_-6537833125980536955 blk_7610838808763810123 blk_3300803097775546532 blk_-5120750586032922592 blk_1577274266662884430 blk_765879159867598347 blk_-9076085976403711202 blk_-3198963348573340497 blk_-4645750029177277209 blk_-5136142986912961316 blk_5677959846373741243 blk_2107477892986152528 blk_-4235116161537008844 blk_6082535783543982566 blk_-4809870147222033236 blk_8818706925296961012 blk_-5203577173046267127 blk_189089569009261656 blk_446299976487589160 blk_-3916247521166632303 blk_-3324962406687427922 blk_-1807424528783081572 blk_-6858401049333055963 blk_6036564204960295926 blk_-8140723044408248078 blk_-3800132731140204959 blk_1716344083117307767 blk_-5194808114606613364 blk_-5473871016976323232 blk_2920934363167004552 blk_8736689095894369097 blk_-7642734632751940776 blk_3408482260833769309 blk_118013751374560901 blk_7963891081239759520 blk_3813114133944383323 blk_3042818489384932576 blk_-4570173726231458270 blk_-1564644006975920581 blk_338095650783321996 blk_3150135312641203550 blk_4285859645577726288 blk_3438772130782939627 blk_2634772258588877972 blk_-6795664812575964130 blk_3923069610304693233 blk_-1782996202120067721 blk_2004418049430157212 blk_1932147224007687756 blk_-582901062969027153 blk_5072240701440032119 blk_-7919006477393039068 blk_-7318022361288598312 blk_-6974693594143537436 blk_-5435767047126325206 blk_-5805500288959332434 blk_-7109885589081848850 blk_2161580591957523893 blk_7240227881194993860 blk_-8298405680648445349 blk_-4253026248821272215 blk_8377661448601579317 blk_8029153852899017155 blk_-8754388319080705916 blk_-7844092300527332901 blk_710178463364063355 blk_-5136849989188547884 blk_8393887138377503163 blk_-6950176077776664217 blk_-6488701068659548195 blk_2537458728254532453 blk_364441107933628577 blk_6207861897580168557 blk_8814943807366894581 blk_-4150682644311695471 blk_9174833667156726933 blk_649427218152856001 blk_-7403541028238011236 blk_-334982586592048773 blk_61908781908925992 blk_6385574357371832424 blk_-66376131060945541 blk_1372596948297458670 blk_-3389135155401857220 blk_-6035411221441929663 blk_-5127580069634421247 blk_-5685246533892022418 blk_4977937528993040451 blk_5680538862600094527 blk_-8378747462487962732 blk_425101290285860876 blk_6306622708327890839 blk_-1067866602168873257,BLOCK* ask <*>:<*> to delete  blk_<*>
BLOCK* ask 10.250.10.213:50010 to delete  blk_4029139044660806713 blk_-5471189807977280544 blk_6708643067868168687 blk_-500678958150296008 blk_-8597840983621849778 blk_-3610057702150392748 blk_-1709606535283888232 blk_-4154362211643572668 blk_-8892080524136798472 blk_5356427838869009345 blk_-6987238639050161133 blk_-5215128860160823363 blk_7186692462976470823 blk_-6538449588297475521 blk_-2165930080589343952 blk_-5524899010031625427 blk_6384439316405471171 blk_-2965258329365213675 blk_118950937507976810 blk_-1717088081766373300 blk_-3911466865418055820 blk_1237334407720045724 blk_-760015977981369567 blk_-6802007379650646616 blk_-7667535133893574689 blk_6865645438678864855 blk_4633996820313194570 blk_7225301266481603731 blk_-4930257130609958866 blk_-4124845864570823487 blk_4927011145115127531 blk_7234346856930822716 blk_7159969052744592746 blk_1296823600557793869 blk_2209319141644287774 blk_-622218131799806364 blk_-8154516246083521409 blk_4466433199471909449 blk_8406894133999850666 blk_991075908349619367 blk_-2081474832657208733 blk_-5573393775847919985 blk_2004177185950968695 blk_4041319486058127641 blk_6449230045010995668 blk_5978265573904271474 blk_-4813738732036414715 blk_4389340532803855247 blk_-857151863616763327 blk_-7200136644339435027 blk_-1454962873426270839 blk_-5012294311590635938 blk_7112727670634942639 blk_3335012758760643328 blk_3382627815322561484 blk_825124020036421636 blk_-8040559034239258688 blk_-5415591001139074826 blk_-1052513063506891954 blk_-1155882018729560343 blk_-5679835604685169040 blk_-4498808851217768984 blk_8345415947062862337 blk_8521655806854586696 blk_7602939593939794410 blk_-4833650023923869528 blk_7237730029042141635 blk_2860897425785746911 blk_-1937193099911148343 blk_5740615689780260922 blk_963252337613423037 blk_5537011318013544619 blk_2626057344048606017 blk_8296499240199635880 blk_7211071078501521087 blk_8823112510768971040 blk_-3366974935992288326 blk_-2947778702643296262 blk_7693891282153136044 blk_4644812717442758529 blk_-5724970555730638200 blk_-3039294462945223064 blk_-1729755380346651221 blk_-6448673813272428418 blk_-7724282460846954976 blk_2698691234887375588 blk_-4043525878322523713 blk_-5195120009388265 blk_8879208244602324204 blk_-5784376901556131897 blk_-5201149273969117873 blk_5253889604362640423 blk_7067050654303940677 blk_8992626816092659826 blk_-488462739843441981 blk_8543991617360374935 blk_1943146154560599630 blk_-9194660123773136535 blk_3351984198891394382 blk_-6759123807563555545,BLOCK* ask <*>:<*> to delete  blk_<*>
Verification succeeded for blk_-8050165297538775793,Verification succeeded for blk_<*>
Received block blk_1561008813520212225 of size 67108864 from /10.250.7.230,Received block blk_<*> of size <*> from /<*>
PacketResponder 0 for block blk_2241654010576170013 terminating,PacketResponder <*> for block blk_<*> terminating
PacketResponder 2 for block blk_1508705816376906895 terminating,PacketResponder <*> for block blk_<*> terminating
Receiving block blk_5881782374981838094 src: /10.251.214.18:43091 dest: /10.251.214.18:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
PacketResponder 1 for block blk_7078766226078740026 terminating,PacketResponder <*> for block blk_<*> terminating
Received block blk_955083461510572332 of size 41287838 from /10.251.107.242,Received block blk_<*> of size <*> from /<*>
BLOCK* NameSystem.delete: blk_4834069779372284635 is added to invalidSet of 10.251.71.97:50010,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>
Deleting block blk_4513772639980123655 file /mnt/hadoop/dfs/data/current/blk_4513772639980123655,Deleting block blk_<*> file /<*>/blk_<*>
Received block blk_-6502143621885580798 of size 67108864 from /10.251.39.179,Received block blk_<*> of size <*> from /<*>
BLOCK* ask 10.250.14.38:50010 to replicate blk_-7571492020523929240 to datanode(s) 10.251.122.38:50010,BLOCK* ask <*>:<*> to replicate blk_<*> to datanode(s) <*>:<*>
Received block blk_1473949624670719319 src: /10.251.29.239:35617 dest: /10.251.29.239:50010 of size 67108864,Received block blk_<*> src: /<*>:<*> dest: /<*>:<*> of size <*>
Receiving block blk_1512136249403454074 src: /10.250.7.244:47958 dest: /10.250.7.244:50010,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>
